date,AAPL,MSFT,TSLA
2013-07-01,12.64,28.46,7.81
2013-07-02,12.92,28.11,7.85
2013-07-03,13.0,28.17,7.68
2013-07-05,12.89,28.34,8.01
2013-07-08,12.82,28.43,8.11
2013-07-09,13.04,28.45,8.23
2013-07-10,12.99,28.74,8.15
2013-07-11,13.2,29.56,8.37
2013-07-12,13.17,29.55,8.66
2013-07-15,13.2,29.96,8.48
2013-07-16,13.29,30.04,7.27
2013-07-17,13.29,29.6,8.02
2013-07-18,13.33,29.36,7.94
2013-07-19,13.12,26.01,7.98
2013-07-22,13.17,26.51,8.16
2013-07-23,12.94,26.36,8.18
2013-07-24,13.6,26.47,8.11
2013-07-25,13.54,26.0,8.27
2013-07-26,13.62,26.19,8.63
2013-07-29,13.83,26.13,8.97
2013-07-30,14.0,26.38,8.78
2013-07-31,13.98,26.37,8.95
2013-08-01,14.1,26.23,9.04
2013-08-02,14.28,26.42,9.2
2013-08-05,14.5,26.26,9.65
2013-08-06,14.37,26.16,9.48
2013-08-07,14.36,26.56,8.95
2013-08-08,14.33,27.24,10.23
2013-08-09,14.13,27.09,10.2
2013-08-12,14.53,27.23,9.83
2013-08-13,15.22,26.89,9.7
2013-08-14,15.5,26.99,9.29
2013-08-15,15.48,26.52,9.31
2013-08-16,15.62,26.53,9.47
2013-08-19,15.78,26.19,9.66
2013-08-20,15.58,26.38,9.97
2013-08-21,15.62,26.37,9.86
2013-08-22,15.64,27.02,10.47
2013-08-23,15.58,28.99,10.79
2013-08-26,15.64,28.49,10.95
2013-08-27,15.19,27.75,11.13
2013-08-28,15.26,27.55,11.1
2013-08-29,15.29,27.99,11.07
2013-08-30,15.15,27.86,11.27
2013-09-03,15.19,26.6,11.26
2013-09-04,15.5,26.02,11.37
2013-09-05,15.4,26.06,11.33
2013-09-06,15.49,25.99,11.13
2013-09-09,15.74,26.41,10.71
2013-09-10,15.38,27.02,11.09
2013-09-11,14.54,27.31,10.9
2013-09-12,14.7,27.27,11.0
2013-09-13,14.45,27.55,11.04
2013-09-16,13.99,27.36,11.11
2013-09-17,14.16,27.47,11.08
2013-09-18,14.45,27.8,11.08
2013-09-19,14.68,28.06,11.86
2013-09-20,14.53,27.36,12.23
2013-09-23,15.25,27.31,12.07
2013-09-24,15.21,27.08,12.16
2013-09-25,14.97,27.12,12.35
2013-09-26,15.12,27.34,12.58
2013-09-27,15.01,27.76,12.73
2013-09-30,14.82,27.76,12.89
2013-10-01,15.17,28.01,12.87
2013-10-02,15.22,28.3,12.06
2013-10-03,15.03,28.25,11.55
2013-10-04,15.02,28.26,12.07
2013-10-07,15.16,27.78,12.2
2013-10-08,14.95,27.54,11.65
2013-10-09,15.13,27.59,11.25
2013-10-10,15.22,28.16,11.53
2013-10-11,15.32,28.47,11.91
2013-10-14,15.42,28.74,11.98
2013-10-15,15.5,28.77,12.26
2013-10-16,15.58,28.9,12.24
2013-10-17,15.68,29.13,12.19
2013-10-18,15.82,29.16,12.23
2013-10-21,16.21,29.19,11.51
2013-10-22,16.16,28.85,11.44
2013-10-23,16.32,28.16,10.97
2013-10-24,16.54,28.13,11.54
2013-10-25,16.35,29.81,11.31
2013-10-28,16.47,29.67,10.86
2013-10-29,16.06,29.63,10.96
2013-10-30,16.32,29.65,10.61
2013-10-31,16.25,29.54,10.66
2013-11-01,16.17,29.64,10.81
2013-11-04,16.38,29.98,11.68
2013-11-05,16.34,30.57,11.79
2013-11-06,16.29,31.85,10.08
2013-11-07,16.03,31.28,9.32
2013-11-08,16.28,31.52,9.2
2013-11-11,16.23,31.36,9.65
2013-11-12,16.26,31.17,9.19
2013-11-13,16.28,31.83,9.25
2013-11-14,16.52,31.72,9.17
2013-11-15,16.42,31.57,9.03
2013-11-18,16.22,31.03,8.11
2013-11-19,16.25,30.88,8.41
2013-11-20,16.1,31.17,8.07
2013-11-21,16.3,31.44,8.14
2013-11-22,16.25,31.58,8.09
2013-11-25,16.38,31.64,8.06
2013-11-26,16.68,31.4,8.03
2013-11-27,17.07,31.61,8.46
2013-11-29,17.39,32.05,8.49
2013-12-02,17.24,32.32,8.28
2013-12-03,17.71,32.2,9.65
2013-12-04,17.67,32.73,9.26
2013-12-05,17.76,31.94,9.37
2013-12-06,17.51,32.25,9.16
2013-12-09,17.71,32.54,9.44
2013-12-10,17.68,32.04,9.48
2013-12-11,17.55,31.61,9.31
2013-12-12,17.53,31.29,9.83
2013-12-13,17.34,30.84,9.84
2013-12-16,17.43,31.01,9.86
2013-12-17,17.35,30.7,10.16
2013-12-18,17.22,30.75,9.87
2013-12-19,17.03,30.47,9.38
2013-12-20,17.17,30.93,9.55
2013-12-23,17.83,30.78,9.57
2013-12-24,17.75,31.17,10.09
2013-12-26,17.63,31.47,10.37
2013-12-27,17.51,31.35,10.07
2013-12-30,17.34,31.35,10.16
2013-12-31,17.54,31.45,10.03
2014-01-02,17.3,31.24,10.01
2014-01-03,16.92,31.03,9.97
2014-01-06,17.01,30.37,9.8
2014-01-07,16.89,30.61,9.96
2014-01-08,16.99,30.06,10.09
2014-01-09,16.78,29.87,9.84
2014-01-10,16.67,30.3,9.71
2014-01-13,16.75,29.4,9.29
2014-01-14,17.09,30.08,10.75
2014-01-15,17.43,30.9,10.94
2014-01-16,17.33,31.01,11.4
2014-01-17,16.91,30.58,11.33
2014-01-21,17.17,30.4,11.78
2014-01-22,17.25,30.2,11.9
2014-01-23,17.39,30.31,12.1
2014-01-24,17.08,30.94,11.64
2014-01-27,17.21,30.29,11.31
2014-01-28,15.84,30.49,11.89
2014-01-29,15.66,30.82,11.68
2014-01-30,15.63,30.98,12.19
2014-01-31,15.65,31.81,12.09
2014-02-03,15.68,30.66,11.81
2014-02-04,15.91,30.56,11.92
2014-02-05,16.03,30.11,11.63
2014-02-06,16.12,30.41,11.89
2014-02-07,16.35,30.73,12.44
2014-02-10,16.64,30.93,13.1
2014-02-11,16.86,31.25,13.11
2014-02-12,16.86,31.5,13.02
2014-02-13,17.13,31.61,13.31
2014-02-14,17.11,31.62,13.22
2014-02-18,17.17,31.69,13.58
2014-02-19,16.9,31.77,12.91
2014-02-20,16.71,31.97,14.0
2014-02-21,16.52,32.16,13.97
2014-02-24,16.59,31.92,14.51
2014-02-25,16.42,31.79,16.53
2014-02-26,16.27,31.73,16.87
2014-02-27,16.6,32.06,16.84
2014-02-28,16.55,32.44,16.32
2014-03-03,16.6,32.0,16.7
2014-03-04,16.71,32.53,16.99
2014-03-05,16.75,32.27,16.84
2014-03-06,16.7,32.31,16.86
2014-03-07,16.69,32.1,16.41
2014-03-10,16.7,32.03,15.92
2014-03-11,16.86,32.2,15.63
2014-03-12,16.88,32.41,16.1
2014-03-13,16.69,32.09,15.85
2014-03-14,16.5,31.93,15.4
2014-03-17,16.57,32.22,15.6
2014-03-18,16.72,33.49,16.0
2014-03-19,16.71,33.26,15.72
2014-03-20,16.63,34.15,15.66
2014-03-21,16.76,34.01,15.26
2014-03-24,16.96,34.3,14.68
2014-03-25,17.14,34.16,14.7
2014-03-26,16.98,33.7,14.2
2014-03-27,16.91,33.33,13.82
2014-03-28,16.89,34.13,14.16
2014-03-31,16.88,34.71,13.9
2014-04-01,17.04,35.08,14.46
2014-04-02,17.07,35.02,15.35
2014-04-03,16.95,34.73,15.03
2014-04-04,16.73,33.77,14.15
2014-04-07,16.47,33.71,13.83
2014-04-08,16.47,33.72,14.36
2014-04-09,16.68,34.27,14.46
2014-04-10,16.47,33.33,13.61
2014-04-11,16.34,33.21,13.59
2014-04-14,16.41,33.18,13.21
2014-04-15,16.29,33.66,12.93
2014-04-16,16.33,34.21,13.27
2014-04-17,16.51,33.88,13.21
2014-04-21,16.71,33.82,13.63
2014-04-22,16.73,33.87,14.58
2014-04-23,16.51,33.61,13.87
2014-04-24,17.86,33.76,13.86
2014-04-25,17.99,33.8,13.32
2014-04-28,18.69,34.61,13.23
2014-04-29,18.63,34.31,13.79
2014-04-30,18.56,34.21,13.86
2014-05-01,18.61,33.88,13.85
2014-05-02,18.64,33.61,14.06
2014-05-05,18.9,33.39,14.44
2014-05-06,18.7,33.08,13.82
2014-05-07,18.63,33.39,13.42
2014-05-08,18.6,33.57,11.91
2014-05-09,18.52,33.49,12.15
2014-05-12,18.75,33.85,12.31
2014-05-13,18.78,34.47,12.68
2014-05-14,18.79,34.31,12.71
2014-05-15,18.63,33.77,12.57
2014-05-16,18.9,33.97,12.77
2014-05-19,19.12,33.9,13.07
2014-05-20,19.13,33.84,13.02
2014-05-21,19.18,34.41,13.3
2014-05-22,19.21,34.2,13.66
2014-05-23,19.43,34.21,13.82
2014-05-27,19.79,34.27,14.1
2014-05-28,19.74,34.12,14.02
2014-05-29,20.1,34.4,14.02
2014-05-30,20.02,34.91,13.85
2014-06-02,19.89,34.78,13.65
2014-06-03,20.17,34.36,13.66
2014-06-04,20.4,34.38,13.6
2014-06-05,20.48,35.14,13.79
2014-06-06,20.42,35.37,13.88
2014-06-09,20.75,35.19,13.69
2014-06-10,20.87,35.06,13.49
2014-06-11,20.78,34.84,13.63
2014-06-12,20.44,34.6,13.57
2014-06-13,20.21,35.16,13.76
2014-06-16,20.42,35.39,14.97
2014-06-17,20.39,35.54,15.44
2014-06-18,20.41,35.52,15.14
2014-06-19,20.34,35.4,15.19
2014-06-20,20.13,35.54,15.31
2014-06-23,20.11,35.81,15.81
2014-06-24,19.99,35.6,15.5
2014-06-25,20.01,35.84,15.79
2014-06-26,20.13,35.58,15.71
2014-06-27,20.37,36.03,15.94
2014-06-30,20.58,35.56,16.0
2014-07-01,20.71,35.7,15.98
2014-07-02,20.7,35.73,15.3
2014-07-03,20.82,35.64,15.28
2014-07-07,21.25,35.81,14.84
2014-07-08,21.11,35.63,14.6
2014-07-09,21.12,35.53,14.87
2014-07-10,21.04,35.55,14.63
2014-07-11,21.08,35.89,14.54
2014-07-14,21.36,35.93,15.11
2014-07-15,21.11,36.2,14.64
2014-07-16,20.99,37.59,14.48
2014-07-17,20.61,37.97,14.36
2014-07-18,20.91,38.11,14.67
2014-07-21,20.8,38.23,14.7
2014-07-22,20.97,38.23,14.64
2014-07-23,21.52,38.26,14.83
2014-07-24,21.48,37.86,14.9
2014-07-25,21.63,37.95,14.9
2014-07-28,21.93,37.5,14.99
2014-07-29,21.78,37.42,15.0
2014-07-30,21.73,37.16,15.26
2014-07-31,21.17,36.8,14.89
2014-08-01,21.29,36.55,15.55
2014-08-04,21.17,36.98,15.9
2014-08-05,21.06,36.74,15.9
2014-08-06,21.03,36.45,16.6
2014-08-07,21.02,36.86,16.83
2014-08-08,21.08,36.84,16.54
2014-08-11,21.36,36.84,17.29
2014-08-12,21.36,37.11,17.33
2014-08-13,21.64,37.59,17.35
2014-08-14,21.7,37.75,17.43
2014-08-15,21.8,38.19,17.47
2014-08-18,22.07,38.47,17.33
2014-08-19,22.37,38.89,17.12
2014-08-20,22.38,38.57,17.05
2014-08-21,22.38,38.8,16.96
2014-08-22,22.55,38.74,17.12
2014-08-25,22.6,38.76,17.5
2014-08-26,22.45,38.62,17.45
2014-08-27,22.73,38.5,17.55
2014-08-28,22.75,38.51,17.59
2014-08-29,22.81,38.98,17.98
2014-09-02,22.99,38.69,18.94
2014-09-03,22.02,38.58,18.75
2014-09-04,21.83,38.83,19.07
2014-09-05,22.02,39.39,18.49
2014-09-08,21.89,39.87,18.81
2014-09-09,21.81,40.12,18.57
2014-09-10,22.48,40.19,18.74
2014-09-11,22.57,40.33,18.69
2014-09-12,22.62,40.07,18.61
2014-09-15,22.62,39.67,16.92
2014-09-16,22.44,40.12,17.38
2014-09-17,22.6,39.91,17.43
2014-09-18,22.65,40.05,17.59
2014-09-19,22.47,40.77,17.29
2014-09-22,22.49,40.38,16.67
2014-09-23,22.84,39.95,16.69
2014-09-24,22.64,40.4,16.81
2014-09-25,21.78,39.5,16.46
2014-09-26,22.42,39.82,16.44
2014-09-29,22.28,39.85,16.35
2014-09-30,22.42,39.78,16.18
2014-10-01,22.07,39.38,16.02
2014-10-02,22.23,39.26,16.76
2014-10-03,22.17,39.55,17.01
2014-10-06,22.17,39.55,17.37
2014-10-07,21.97,39.07,17.3
2014-10-08,22.43,40.14,17.29
2014-10-09,22.48,39.34,17.13
2014-10-10,22.42,37.78,15.79
2014-10-13,22.21,37.45,14.97
2014-10-14,21.97,37.52,15.14
2014-10-15,21.71,37.08,15.31
2014-10-16,21.42,36.67,15.09
2014-10-17,21.73,37.44,15.17
2014-10-20,22.2,37.82,15.36
2014-10-21,22.8,38.51,15.69
2014-10-22,22.92,38.08,15.41
2014-10-23,23.33,38.63,15.69
2014-10-24,23.41,39.58,15.68
2014-10-27,23.39,39.39,14.78
2014-10-28,23.75,39.89,16.18
2014-10-29,23.89,40.0,15.87
2014-10-30,23.81,39.51,15.91
2014-10-31,24.03,40.28,16.11
2014-11-03,24.34,40.7,16.17
2014-11-04,24.17,40.82,15.93
2014-11-05,24.22,41.06,15.4
2014-11-06,24.29,41.79,16.08
2014-11-07,24.36,41.77,16.01
2014-11-10,24.32,41.95,16.13
2014-11-11,24.52,41.93,16.74
2014-11-12,24.86,41.85,16.61
2014-11-13,25.21,42.57,16.78
2014-11-14,25.52,42.54,17.25
2014-11-17,25.48,42.44,16.93
2014-11-18,25.81,42.09,17.18
2014-11-19,25.63,41.64,16.52
2014-11-20,25.99,42.05,16.58
2014-11-21,26.03,41.43,16.19
2014-11-24,26.51,41.09,16.45
2014-11-25,26.28,40.99,16.54
2014-11-26,26.6,41.23,16.56
2014-11-28,26.58,41.28,16.3
2014-12-01,25.72,41.98,15.44
2014-12-02,25.62,41.84,15.43
2014-12-03,25.91,41.52,15.29
2014-12-04,25.81,42.17,15.22
2014-12-05,25.7,41.81,14.91
2014-12-08,25.12,41.18,14.29
2014-12-09,25.5,41.09,14.46
2014-12-10,25.02,40.5,13.99
2014-12-11,24.95,40.73,13.93
2014-12-12,24.52,40.54,13.8
2014-12-15,24.19,40.3,13.6
2014-12-16,23.86,38.99,13.19
2014-12-17,24.45,39.5,13.72
2014-12-18,25.18,41.03,14.55
2014-12-19,24.98,41.15,14.62
2014-12-22,25.24,41.43,14.84
2014-12-23,25.15,41.84,14.73
2014-12-24,25.03,41.57,14.82
2014-12-26,25.48,41.34,15.19
2014-12-29,25.46,40.97,15.05
2014-12-30,25.15,40.6,14.82
2014-12-31,24.67,40.11,14.83
2015-01-02,24.43,40.38,14.62
2015-01-05,23.75,40.0,14.01
2015-01-06,23.75,39.42,14.09
2015-01-07,24.08,39.92,14.06
2015-01-08,25.01,41.09,14.04
2015-01-09,25.03,40.75,13.78
2015-01-12,24.42,40.24,13.48
2015-01-13,24.63,40.03,13.62
2015-01-14,24.54,39.68,12.85
2015-01-15,23.87,39.27,12.79
2015-01-16,23.69,39.93,12.87
2015-01-20,24.3,40.06,12.8
2015-01-21,24.48,39.65,13.1
2015-01-22,25.12,40.7,13.44
2015-01-23,25.25,40.74,13.42
2015-01-26,25.28,40.59,13.77
2015-01-27,24.39,36.84,13.73
2015-01-28,25.77,35.57,13.29
2015-01-29,26.57,36.27,13.68
2015-01-30,26.18,34.88,13.57
2015-02-02,26.51,35.64,14.06
2015-02-03,26.52,35.92,14.56
2015-02-04,26.72,36.13,14.57
2015-02-05,26.91,36.65,14.73
2015-02-06,26.68,36.62,14.49
2015-02-09,26.86,36.58,14.5
2015-02-10,27.38,36.78,14.42
2015-02-11,28.02,36.59,14.19
2015-02-12,28.37,37.21,13.53
2015-02-13,28.51,37.88,13.58
2015-02-17,28.68,37.9,13.62
2015-02-18,28.88,37.85,13.63
2015-02-19,28.82,37.83,14.11
2015-02-20,29.05,38.14,14.47
2015-02-23,29.84,38.39,13.82
2015-02-24,29.65,38.34,13.61
2015-02-25,28.9,38.25,13.58
2015-02-26,29.26,38.31,13.81
2015-02-27,28.82,38.13,13.56
2015-03-02,28.96,38.16,13.16
2015-03-03,29.02,37.64,13.3
2015-03-04,28.84,37.44,13.5
2015-03-05,28.36,37.49,13.38
2015-03-06,28.4,36.84,12.93
2015-03-09,28.53,37.26,12.73
2015-03-10,27.94,36.55,12.69
2015-03-11,27.43,36.51,12.92
2015-03-12,27.92,35.67,12.74
2015-03-13,27.73,35.98,12.58
2015-03-16,28.03,36.14,13.05
2015-03-17,28.5,36.26,12.98
2015-03-18,28.82,36.96,13.38
2015-03-19,28.61,36.77,13.04
2015-03-20,28.25,37.29,13.21
2015-03-23,28.54,37.27,13.31
2015-03-24,28.42,37.31,13.45
2015-03-25,27.68,36.05,12.95
2015-03-26,27.88,35.84,12.69
2015-03-27,27.65,35.63,12.33
2015-03-30,28.35,35.62,12.7
2015-03-31,27.92,35.35,12.58
2015-04-01,27.88,35.41,12.51
2015-04-02,28.12,35.04,12.73
2015-04-06,28.57,36.13,13.54
2015-04-07,28.27,36.12,13.55
2015-04-08,28.18,36.02,13.84
2015-04-09,28.4,36.07,14.01
2015-04-10,28.52,36.28,14.06
2015-04-13,28.46,36.32,13.99
2015-04-14,28.34,36.22,13.83
2015-04-15,28.44,36.75,13.86
2015-04-16,28.31,36.66,13.78
2015-04-17,27.99,36.19,13.79
2015-04-20,28.63,37.31,13.68
2015-04-21,28.47,37.08,13.96
2015-04-22,28.86,37.38,14.63
2015-04-23,29.09,37.69,14.57
2015-04-24,29.23,41.63,14.56
2015-04-27,29.76,41.77,15.44
2015-04-28,29.29,42.75,15.37
2015-04-29,28.86,42.66,15.5
2015-04-30,28.08,42.3,15.07
2015-05-01,28.93,42.31,15.07
2015-05-04,28.88,41.95,15.37
2015-05-05,28.23,41.39,15.53
2015-05-06,28.05,40.25,15.36
2015-05-07,28.22,40.61,15.79
2015-05-08,28.75,41.52,15.77
2015-05-11,28.46,41.19,15.97
2015-05-12,28.36,41.18,16.32
2015-05-13,28.39,41.42,16.21
2015-05-14,29.05,42.37,16.27
2015-05-15,29.01,42.0,16.59
2015-05-18,29.33,41.75,16.58
2015-05-19,29.3,41.65,16.48
2015-05-20,29.3,41.65,16.29
2015-05-21,29.6,41.51,16.37
2015-05-22,29.86,41.05,16.52
2015-05-26,29.2,40.78,16.5
2015-05-27,29.75,41.67,16.5
2015-05-28,29.69,41.53,16.76
2015-05-29,29.35,41.02,16.72
2015-06-01,29.41,41.34,16.63
2015-06-02,29.28,41.07,16.56
2015-06-03,29.32,41.01,16.6
2015-06-04,29.14,40.58,16.39
2015-06-05,28.98,40.39,16.61
2015-06-08,28.79,40.03,17.09
2015-06-09,28.71,39.96,17.07
2015-06-10,29.04,40.8,16.71
2015-06-11,28.97,40.65,16.76
2015-06-12,28.65,40.24,16.71
2015-06-15,28.59,39.8,16.69
2015-06-16,28.75,40.11,16.87
2015-06-17,28.68,40.24,17.36
2015-06-18,28.81,40.89,17.46
2015-06-19,28.52,40.35,17.5
2015-06-22,28.75,40.46,17.32
2015-06-23,28.62,40.18,17.84
2015-06-24,28.86,39.94,17.68
2015-06-25,28.73,39.96,17.92
2015-06-26,28.56,39.62,17.81
2015-06-29,28.06,38.84,17.47
2015-06-30,28.26,38.64,17.88
2015-07-01,28.52,38.9,17.94
2015-07-02,28.49,38.86,18.67
2015-07-06,28.39,38.85,18.65
2015-07-07,28.32,38.78,17.86
2015-07-08,27.61,38.72,17.0
2015-07-09,27.05,38.97,17.19
2015-07-10,27.77,39.05,17.28
2015-07-13,28.31,39.86,17.48
2015-07-14,28.3,39.93,17.71
2015-07-15,28.57,40.05,17.54
2015-07-16,28.95,40.84,17.78
2015-07-17,29.2,40.81,18.31
2015-07-20,29.75,41.07,18.82
2015-07-21,29.46,41.38,17.78
2015-07-22,28.21,39.86,17.86
2015-07-23,28.2,40.36,17.81
2015-07-24,28.05,40.21,17.69
2015-07-27,27.66,39.69,16.87
2015-07-28,27.8,39.69,17.65
2015-07-29,27.71,40.52,17.59
2015-07-30,27.57,41.03,17.79
2015-07-31,27.33,40.88,17.74
2015-08-03,26.68,40.97,17.33
2015-08-04,25.83,41.61,17.75
2015-08-05,26.0,41.65,18.01
2015-08-06,26.06,40.81,16.41
2015-08-07,26.14,40.91,16.17
2015-08-10,27.09,41.43,16.08
2015-08-11,25.68,40.62,15.82
2015-08-12,26.08,40.91,15.88
2015-08-13,26.06,40.9,16.17
2015-08-14,26.24,41.14,16.21
2015-08-17,26.51,41.42,17.0
2015-08-18,26.37,41.65,17.38
2015-08-19,26.03,41.06,17.02
2015-08-20,25.49,40.23,16.15
2015-08-21,23.93,37.95,15.38
2015-08-24,23.34,36.72,14.59
2015-08-25,23.48,35.66,14.67
2015-08-26,24.82,37.63,14.99
2015-08-27,25.56,38.68,16.2
2015-08-28,25.64,38.7,16.57
2015-08-31,25.52,38.34,16.6
2015-09-01,24.38,36.84,15.91
2015-09-02,25.42,38.2,16.51
2015-09-03,24.98,38.32,16.37
2015-09-04,24.73,37.54,16.13
2015-09-08,25.42,38.67,16.54
2015-09-09,24.93,37.95,16.59
2015-09-10,25.48,38.14,16.57
2015-09-11,25.85,38.31,16.68
2015-09-14,26.1,37.92,16.88
2015-09-15,26.32,38.75,16.9
2015-09-16,26.35,39.03,17.48
2015-09-17,25.78,38.99,17.47
2015-09-18,25.68,38.31,17.37
2015-09-21,26.07,38.86,17.61
2015-09-22,25.66,38.68,17.4
2015-09-23,25.87,38.65,17.4
2015-09-24,26.03,38.69,17.54
2015-09-25,25.96,38.71,17.13
2015-09-28,25.45,38.14,16.56
2015-09-29,24.68,38.27,16.44
2015-09-30,24.88,38.94,16.56
2015-10-01,24.8,39.3,15.99
2015-10-02,24.98,40.15,16.5
2015-10-05,25.07,41.08,16.41
2015-10-06,25.19,41.19,16.1
2015-10-07,25.07,41.23,15.46
2015-10-08,24.78,41.8,15.11
2015-10-09,25.37,41.51,14.71
2015-10-12,25.26,41.41,14.37
2015-10-13,25.3,41.31,14.62
2015-10-14,24.94,41.13,14.46
2015-10-15,25.32,41.42,14.75
2015-10-16,25.13,41.86,15.13
2015-10-19,25.29,41.95,15.21
2015-10-20,25.75,42.09,14.2
2015-10-21,25.75,41.58,14.01
2015-10-22,26.14,42.32,14.11
2015-10-23,26.95,46.58,13.94
2015-10-26,26.09,47.8,14.35
2015-10-27,25.92,47.3,14.02
2015-10-28,26.99,47.56,14.2
2015-10-29,27.28,47.01,14.11
2015-10-30,27.04,46.38,13.8
2015-11-02,27.42,46.91,14.25
2015-11-03,27.74,47.71,13.89
2015-11-04,27.61,47.93,15.44
2015-11-05,27.48,47.91,15.45
2015-11-06,27.52,48.39,15.49
2015-11-09,27.4,47.72,15.02
2015-11-10,26.54,47.14,14.43
2015-11-11,26.39,47.27,14.61
2015-11-12,26.3,46.98,14.2
2015-11-13,25.53,46.55,13.81
2015-11-16,25.95,47.37,14.29
2015-11-17,25.84,46.98,14.27
2015-11-18,26.66,47.77,14.74
2015-11-19,27.0,47.85,14.79
2015-11-20,27.12,48.07,14.67
2015-11-23,26.76,48.07,14.52
2015-11-24,27.02,48.12,14.55
2015-11-25,26.83,47.62,15.31
2015-11-27,26.78,47.84,15.44
2015-11-30,26.89,48.21,15.35
2015-12-01,26.67,48.98,15.81
2015-12-02,26.43,48.97,15.47
2015-12-03,26.18,48.08,15.51
2015-12-04,27.05,49.59,15.36
2015-12-07,26.88,49.5,15.41
2015-12-08,26.87,49.49,15.11
2015-12-09,26.28,48.77,14.97
2015-12-10,26.4,49.03,15.14
2015-12-11,25.72,47.95,14.47
2015-12-14,25.57,48.91,14.57
2015-12-15,25.11,48.96,14.74
2015-12-16,25.31,49.79,15.63
2015-12-17,24.77,49.41,15.56
2015-12-18,24.1,48.01,15.36
2015-12-21,24.39,48.63,15.5
2015-12-22,24.37,49.1,15.33
2015-12-23,24.69,49.51,15.31
2015-12-24,24.55,49.38,15.37
2015-12-28,24.28,49.63,15.26
2015-12-29,24.72,50.16,15.81
2015-12-30,24.39,49.95,15.87
2015-12-31,23.92,49.21,16.0
2016-01-04,23.94,48.61,14.89
2016-01-05,23.34,48.83,14.9
2016-01-06,22.89,47.94,14.6
2016-01-07,21.92,46.28,14.38
2016-01-08,22.04,46.42,14.07
2016-01-11,22.39,46.39,13.86
2016-01-12,22.72,46.82,14.0
2016-01-13,22.14,45.81,13.35
2016-01-14,22.62,47.11,13.75
2016-01-15,22.08,45.23,13.67
2016-01-19,21.97,44.85,13.65
2016-01-20,22.0,45.05,13.25
2016-01-21,21.89,44.78,13.33
2016-01-22,23.05,46.38,13.5
2016-01-25,22.6,45.94,13.09
2016-01-26,22.73,46.28,12.9
2016-01-27,21.23,45.43,12.54
2016-01-28,21.39,46.17,12.65
2016-01-29,22.12,48.87,12.75
2016-02-01,21.92,48.53,13.13
2016-02-02,21.47,47.01,12.19
2016-02-03,21.9,46.27,11.57
2016-02-04,22.07,46.12,11.69
2016-02-05,21.48,44.49,10.84
2016-02-08,21.71,43.83,9.87
2016-02-09,21.71,43.71,9.88
2016-02-10,21.54,44.09,9.58
2016-02-11,21.41,44.08,10.03
2016-02-12,21.48,44.79,10.07
2016-02-16,22.08,45.64,10.34
2016-02-17,22.42,46.82,11.25
2016-02-18,22.0,46.62,11.12
2016-02-19,21.95,46.29,11.11
2016-02-22,22.14,47.03,11.85
2016-02-23,21.64,45.72,11.81
2016-02-24,21.96,45.88,11.93
2016-02-25,22.11,46.54,12.5
2016-02-26,22.14,45.82,12.69
2016-02-29,22.09,45.45,12.8
2016-03-01,22.97,46.97,12.42
2016-03-02,23.02,47.3,12.56
2016-03-03,23.19,46.76,13.05
2016-03-04,23.54,46.48,13.4
2016-03-07,23.28,45.58,13.69
2016-03-08,23.09,46.14,13.51
2016-03-09,23.11,47.2,13.91
2016-03-10,23.12,46.49,13.68
2016-03-11,23.37,47.41,13.83
2016-03-14,23.43,47.49,14.34
2016-03-15,23.9,47.87,14.56
2016-03-16,24.22,48.55,14.8
2016-03-17,24.18,48.83,15.09
2016-03-18,24.2,47.78,15.52
2016-03-21,24.2,48.11,15.89
2016-03-22,24.39,48.3,15.62
2016-03-23,24.25,48.21,14.84
2016-03-24,24.15,48.42,15.18
2016-03-28,24.04,47.83,15.35
2016-03-29,24.61,48.87,15.34
2016-03-30,25.04,49.17,15.13
2016-03-31,24.91,49.33,15.32
2016-04-01,25.13,49.64,15.84
2016-04-04,25.39,49.51,16.47
2016-04-05,25.09,48.74,17.03
2016-04-06,25.36,49.24,17.69
2016-04-07,24.8,48.65,17.15
2016-04-08,24.83,48.61,16.67
2016-04-11,24.91,48.51,16.66
2016-04-12,25.24,48.82,16.52
2016-04-13,25.6,49.44,16.97
2016-04-14,25.62,49.45,16.79
2016-04-15,25.1,49.71,16.97
2016-04-18,24.56,50.43,16.93
2016-04-19,24.43,50.37,16.49
2016-04-20,24.48,49.66,16.66
2016-04-21,24.22,49.83,16.55
2016-04-22,24.15,46.25,16.92
2016-04-25,24.01,46.55,16.79
2016-04-26,23.85,45.95,16.92
2016-04-27,22.35,45.5,16.76
2016-04-28,21.67,44.57,16.51
2016-04-29,21.42,44.55,16.05
2016-05-02,21.4,45.21,16.12
2016-05-03,21.75,44.47,15.49
2016-05-04,21.52,44.55,14.84
2016-05-05,21.44,44.61,14.1
2016-05-06,21.32,45.01,14.33
2016-05-09,21.33,44.73,13.93
2016-05-10,21.48,45.57,13.91
2016-05-11,21.27,45.6,13.93
2016-05-12,20.77,46.01,13.82
2016-05-13,20.81,45.63,13.84
2016-05-16,21.58,46.3,13.89
2016-05-17,21.49,45.44,13.64
2016-05-18,21.74,45.71,14.08
2016-05-19,21.66,45.27,14.35
2016-05-20,21.89,45.54,14.69
2016-05-23,22.17,45.01,14.41
2016-05-24,22.51,46.41,14.53
2016-05-25,22.9,46.89,14.64
2016-05-26,23.09,46.68,15.01
2016-05-27,23.07,47.07,14.87
2016-05-31,22.96,47.68,14.88
