date,AAPL,MSFT,TSLA
2010-07-29,7.8,19.89,1.36
2010-07-30,7.78,19.72,1.33
2010-08-02,7.92,20.12,1.39
2010-08-03,7.92,19.99,1.46
2010-08-04,7.95,19.66,1.42
2010-08-05,7.91,19.38,1.36
2010-08-06,7.86,19.52,1.31
2010-08-09,7.91,19.57,1.31
2010-08-10,7.84,19.15,1.27
2010-08-11,7.56,18.99,1.19
2010-08-12,7.61,18.71,1.17
2010-08-13,7.53,18.64,1.22
2010-08-16,7.49,18.72,1.25
2010-08-17,7.62,18.98,1.28
2010-08-18,7.65,19.06,1.25
2010-08-19,7.55,18.77,1.25
2010-08-20,7.55,18.61,1.27
2010-08-23,7.43,18.65,1.34
2010-08-24,7.25,18.46,1.28
2010-08-25,7.34,18.51,1.33
2010-08-26,7.26,18.29,1.32
2010-08-27,7.3,18.38,1.31
2010-08-30,7.33,18.16,1.32
2010-08-31,7.35,18.02,1.3
2010-09-01,7.57,18.36,1.36
2010-09-02,7.62,18.39,1.4
2010-09-03,7.82,18.65,1.4
2010-09-07,7.79,18.4,1.37
2010-09-08,7.95,18.38,1.39
2010-09-09,7.95,18.44,1.38
2010-09-10,7.96,18.32,1.34
2010-09-13,8.07,19.28,1.38
2010-09-14,8.1,19.22,1.41
2010-09-15,8.17,19.29,1.47
2010-09-16,8.36,19.45,1.4
2010-09-17,8.33,19.37,1.35
2010-09-20,8.56,19.53,1.4
2010-09-21,8.58,19.32,1.38
2010-09-22,8.7,18.9,1.32
2010-09-23,8.73,18.76,1.3
2010-09-24,8.84,19.03,1.34
2010-09-27,8.8,18.99,1.37
2010-09-28,8.67,18.95,1.43
2010-09-29,8.69,18.82,1.47
2010-09-30,8.58,18.81,1.36
2010-10-01,8.54,18.72,1.37
2010-10-04,8.42,18.36,1.4
2010-10-05,8.74,18.7,1.41
2010-10-06,8.74,18.76,1.36
2010-10-07,8.74,18.84,1.36
2010-10-08,8.89,18.87,1.36
2010-10-11,8.93,18.89,1.35
2010-10-12,9.03,19.07,1.35
2010-10-13,9.07,19.46,1.37
2010-10-14,9.14,19.38,1.38
2010-10-15,9.52,19.61,1.37
2010-10-18,9.61,19.83,1.35
2010-10-19,9.36,19.28,1.34
2010-10-20,9.39,19.44,1.38
2010-10-21,9.36,19.52,1.38
2010-10-22,9.3,19.49,1.38
2010-10-25,9.34,19.35,1.39
2010-10-26,9.31,19.89,1.42
2010-10-27,9.31,20.01,1.4
2010-10-28,9.23,20.18,1.41
2010-10-29,9.1,20.48,1.46
2010-11-01,9.2,20.7,1.43
2010-11-02,9.35,21.04,1.42
2010-11-03,9.46,20.76,1.45
2010-11-04,9.62,20.84,1.66
2010-11-05,9.59,20.62,1.63
2010-11-08,9.63,20.59,1.67
2010-11-09,9.56,20.7,1.64
2010-11-10,9.61,20.69,1.96
2010-11-11,9.57,20.49,1.87
2010-11-12,9.31,20.18,1.99
2010-11-15,9.28,20.12,2.05
2010-11-16,9.12,19.95,1.98
2010-11-17,9.09,19.76,1.97
2010-11-18,9.32,19.97,1.99
2010-11-19,9.27,19.85,2.07
2010-11-22,9.47,19.88,2.23
2010-11-23,9.33,19.41,2.3
2010-11-24,9.52,19.61,2.36
2010-11-26,9.52,19.51,2.35
2010-11-29,9.58,19.56,2.29
2010-11-30,9.41,19.52,2.36
2010-12-01,9.57,20.12,2.29
2010-12-02,9.62,20.78,2.16
2010-12-03,9.6,20.88,2.1
2010-12-06,9.68,20.74,2.02
2010-12-07,9.62,20.76,2.1
2010-12-08,9.71,21.04,2.16
2010-12-09,9.67,20.93,2.14
2010-12-10,9.69,21.13,2.1
2010-12-13,9.73,21.05,2.04
2010-12-14,9.68,21.34,1.9
2010-12-15,9.69,21.52,1.97
2010-12-16,9.71,21.63,2.05
2010-12-17,9.69,21.56,2.09
2010-12-20,9.74,21.49,2.11
2010-12-21,9.8,21.69,2.15
2010-12-22,9.83,21.78,2.18
2010-12-23,9.78,21.87,2.01
2010-12-27,9.82,21.69,1.7
2010-12-28,9.84,21.65,1.76
2010-12-29,9.83,21.61,1.85
2010-12-30,9.79,21.52,1.77
2010-12-31,9.75,21.57,1.78
2011-01-03,9.96,21.62,1.77
2011-01-04,10.02,21.71,1.78
2011-01-05,10.1,21.64,1.79
2011-01-06,10.09,22.27,1.86
2011-01-07,10.16,22.1,1.88
2011-01-10,10.35,21.81,1.9
2011-01-11,10.33,21.72,1.8
2011-01-12,10.41,22.06,1.8
2011-01-13,10.45,21.78,1.75
2011-01-14,10.54,21.87,1.72
2011-01-18,10.3,22.15,1.71
2011-01-19,10.24,22.0,1.6
2011-01-20,10.06,21.91,1.51
2011-01-21,9.88,21.65,1.54
2011-01-24,10.2,21.93,1.63
2011-01-25,10.32,21.99,1.65
2011-01-26,10.4,22.24,1.65
2011-01-27,10.38,22.31,1.66
2011-01-28,10.16,21.45,1.6
2011-01-31,10.26,21.42,1.61
2011-02-01,10.43,21.63,1.59
2011-02-02,10.41,21.59,1.6
2011-02-03,10.38,21.37,1.58
2011-02-04,10.48,21.46,1.56
2011-02-07,10.64,21.79,1.54
2011-02-08,10.74,21.86,1.63
2011-02-09,10.83,21.61,1.55
2011-02-10,10.72,21.25,1.55
2011-02-11,10.79,21.06,1.55
2011-02-14,10.86,21.04,1.54
2011-02-15,10.88,20.96,1.52
2011-02-16,10.98,21.0,1.65
2011-02-17,10.83,21.15,1.57
2011-02-18,10.6,21.04,1.55
2011-02-22,10.24,20.67,1.46
2011-02-23,10.36,20.67,1.46
2011-02-24,10.37,20.81,1.5
2011-02-25,10.53,20.64,1.57
2011-02-28,10.68,20.66,1.59
2011-03-01,10.56,20.34,1.6
2011-03-02,10.65,20.27,1.6
2011-03-03,10.87,20.37,1.62
2011-03-04,10.88,20.17,1.66
2011-03-07,10.74,19.99,1.66
2011-03-08,10.76,20.14,1.64
2011-03-09,10.66,20.13,1.65
2011-03-10,10.48,19.75,1.6
2011-03-11,10.64,19.96,1.6
2011-03-14,10.69,19.97,1.55
2011-03-15,10.44,19.74,1.53
2011-03-16,9.98,19.27,1.52
2011-03-17,10.12,19.26,1.52
2011-03-18,10.0,19.28,1.53
2011-03-21,10.26,19.69,1.52
2011-03-22,10.32,19.66,1.48
2011-03-23,10.25,19.85,1.48
2011-03-24,10.43,20.06,1.49
2011-03-25,10.63,19.92,1.52
2011-03-28,10.59,19.75,1.55
2011-03-29,10.61,19.81,1.59
2011-03-30,10.54,19.91,1.58
2011-03-31,10.54,19.74,1.85
2011-04-01,10.42,19.81,1.78
2011-04-04,10.32,19.86,1.72
2011-04-05,10.25,20.04,1.78
2011-04-06,10.22,20.33,1.77
2011-04-07,10.22,20.37,1.82
2011-04-08,10.13,20.27,1.77
2011-04-11,10.0,20.2,1.68
2011-04-12,10.05,19.93,1.64
2011-04-13,10.16,19.92,1.66
2011-04-14,10.05,19.76,1.68
2011-04-15,9.9,19.72,1.71
2011-04-18,10.03,19.5,1.67
2011-04-19,10.21,19.55,1.68
2011-04-20,10.35,20.02,1.72
2011-04-21,10.6,19.84,1.78
2011-04-25,10.67,19.91,1.76
2011-04-26,10.59,20.36,1.8
2011-04-27,10.59,20.51,1.81
2011-04-28,10.48,20.76,1.84
2011-04-29,10.59,20.15,1.84
2011-05-02,10.47,19.95,1.83
2011-05-03,10.53,20.06,1.79
2011-05-04,10.57,20.26,1.78
2011-05-05,10.48,20.05,1.76
2011-05-06,10.48,20.11,1.81
2011-05-09,10.51,20.08,1.86
2011-05-10,10.56,19.95,1.89
2011-05-11,10.5,19.71,1.8
2011-05-12,10.48,19.68,1.84
2011-05-13,10.29,19.46,1.84
2011-05-16,10.08,19.1,1.77
2011-05-17,10.16,19.19,1.73
2011-05-18,10.28,19.32,1.76
2011-05-19,10.3,19.34,1.88
2011-05-20,10.13,19.16,1.86
2011-05-23,10.11,18.91,1.79
2011-05-24,10.04,18.9,1.78
2011-05-25,10.18,18.93,1.93
2011-05-26,10.13,19.3,1.97
2011-05-27,10.2,19.37,1.97
2011-05-31,10.52,19.57,2.01
2011-06-01,10.45,19.11,1.9
2011-06-02,10.46,18.95,1.92
2011-06-03,10.38,18.7,2.01
2011-06-06,10.22,18.79,1.91
2011-06-07,10.04,18.83,1.89
2011-06-08,10.04,18.73,1.81
2011-06-09,10.02,18.75,1.84
2011-06-10,9.85,18.55,1.86
2011-06-13,9.87,18.81,1.9
2011-06-14,10.05,18.95,1.91
2011-06-15,9.88,18.57,1.82
2011-06-16,9.83,18.77,1.77
2011-06-17,9.68,18.98,1.77
2011-06-20,9.53,19.15,1.73
2011-06-21,9.83,19.37,1.84
2011-06-22,9.75,19.29,1.81
2011-06-23,10.01,19.27,1.85
2011-06-24,9.87,19.01,1.84
2011-06-27,10.04,19.72,1.83
2011-06-28,10.14,20.19,1.87
2011-06-29,10.1,20.05,1.89
2011-06-30,10.15,20.34,1.94
2011-07-01,10.38,20.36,1.93
2011-07-05,10.56,20.37,1.94
2011-07-06,10.63,20.6,1.93
2011-07-07,10.8,20.95,1.98
2011-07-08,10.88,21.06,1.92
2011-07-11,10.7,20.84,1.89
2011-07-12,10.69,20.77,1.88
2011-07-13,10.82,20.84,1.91
2011-07-14,10.82,20.71,1.84
2011-07-15,11.03,20.95,1.84
2011-07-18,11.3,20.8,1.82
2011-07-19,11.39,21.55,1.86
2011-07-20,11.7,21.17,1.91
2011-07-21,11.71,21.2,1.91
2011-07-22,11.89,21.54,1.95
2011-07-25,12.05,21.84,1.9
2011-07-26,12.2,21.97,1.87
2011-07-27,11.87,21.38,1.84
2011-07-28,11.85,21.69,1.88
2011-07-29,11.81,21.44,1.88
2011-08-01,11.99,21.34,1.92
2011-08-02,11.76,20.97,1.82
2011-08-03,11.87,21.06,1.81
2011-08-04,11.41,20.3,1.65
2011-08-05,11.3,20.09,1.62
2011-08-08,10.68,19.15,1.58
2011-08-09,11.31,20.01,1.67
2011-08-10,11.0,18.93,1.59
2011-08-11,11.3,19.71,1.69
2011-08-12,11.4,19.64,1.75
2011-08-15,11.59,19.96,1.75
2011-08-16,11.5,19.96,1.74
2011-08-17,11.5,19.88,1.72
2011-08-18,11.07,19.42,1.62
2011-08-19,10.76,18.94,1.49
2011-08-22,10.78,18.88,1.46
2011-08-23,11.3,19.46,1.53
2011-08-24,11.37,19.61,1.59
2011-08-25,11.3,19.35,1.54
2011-08-26,11.6,19.88,1.58
2011-08-29,11.79,20.35,1.65
2011-08-30,11.79,20.65,1.64
2011-08-31,11.63,20.94,1.65
2011-09-01,11.52,20.64,1.6
2011-09-02,11.31,20.31,1.54
2011-09-06,11.48,20.09,1.53
2011-09-07,11.61,20.47,1.59
2011-09-08,11.61,20.64,1.57
2011-09-09,11.41,20.27,1.53
2011-09-12,11.49,20.38,1.53
2011-09-13,11.63,20.5,1.61
2011-09-14,11.77,20.87,1.62
2011-09-15,11.88,21.25,1.65
2011-09-16,12.11,21.35,1.72
2011-09-19,12.44,21.42,1.72
2011-09-20,12.5,21.24,1.73
2011-09-21,12.46,20.46,1.72
2011-09-22,12.15,19.73,1.71
2011-09-23,12.22,19.73,1.76
2011-09-26,12.19,20.03,1.7
2011-09-27,12.07,20.21,1.75
2011-09-28,12.0,20.14,1.64
2011-09-29,11.81,20.04,1.61
2011-09-30,11.53,19.6,1.63
2011-10-03,11.33,19.31,1.58
2011-10-04,11.26,19.95,1.58
2011-10-05,11.44,20.38,1.69
2011-10-06,11.41,20.74,1.8
2011-10-07,11.18,20.67,1.8
2011-10-10,11.75,21.21,1.86
2011-10-11,12.1,21.26,1.84
2011-10-12,12.16,21.23,1.85
2011-10-13,12.35,21.4,1.86
2011-10-14,12.76,21.47,1.87
2011-10-17,12.7,21.24,1.83
2011-10-18,12.77,21.5,1.89
2011-10-19,12.05,21.36,1.84
2011-10-20,11.95,21.29,1.82
2011-10-21,11.88,21.38,1.87
2011-10-24,12.27,21.41,1.9
2011-10-25,12.03,21.11,1.88
2011-10-26,12.11,20.94,1.87
2011-10-27,12.23,21.46,1.92
2011-10-28,12.24,21.24,1.99
2011-10-31,12.24,20.97,1.96
2011-11-01,11.99,20.46,1.93
2011-11-02,12.01,20.48,1.91
2011-11-03,12.19,20.89,2.16
2011-11-04,12.1,20.67,2.15
2011-11-07,12.09,21.1,2.08
2011-11-08,12.28,21.38,2.12
2011-11-09,11.95,20.63,2.06
2011-11-10,11.65,20.69,2.09
2011-11-11,11.63,21.19,2.24
2011-11-14,11.47,21.07,2.21
2011-11-15,11.76,21.21,2.26
2011-11-16,11.63,20.68,2.33
2011-11-17,11.41,20.26,2.25
2011-11-18,11.34,20.07,2.17
2011-11-21,11.16,19.83,2.12
2011-11-22,11.38,19.66,2.14
2011-11-23,11.1,19.41,2.1
2011-11-25,10.99,19.28,2.11
2011-11-28,11.37,19.73,2.17
2011-11-29,11.28,19.7,2.12
2011-11-30,11.56,20.29,2.18
2011-12-01,11.73,20.05,2.17
2011-12-02,11.78,20.01,2.22
2011-12-05,11.88,20.39,2.29
2011-12-06,11.82,20.35,2.32
2011-12-07,11.76,20.31,2.28
2011-12-08,11.81,20.15,2.06
2011-12-09,11.9,20.39,2.07
2011-12-12,11.85,20.24,2.03
2011-12-13,11.75,20.43,1.96
2011-12-14,11.49,20.3,1.9
2011-12-15,11.46,20.28,1.91
2011-12-16,11.52,20.62,1.87
2011-12-19,11.56,20.25,1.85
2011-12-20,11.97,20.64,1.86
2011-12-21,11.99,20.43,1.84
2011-12-22,12.05,20.47,1.85
2011-12-23,12.19,20.65,1.86
2011-12-27,12.29,20.66,1.9
2011-12-28,12.17,20.48,1.9
2011-12-29,12.25,20.64,1.92
2011-12-30,12.24,20.59,1.9
2012-01-03,12.43,21.23,1.87
2012-01-04,12.5,21.74,1.85
2012-01-05,12.64,21.96,1.81
2012-01-06,12.77,22.29,1.79
2012-01-09,12.75,22.0,1.82
2012-01-10,12.8,22.08,1.84
2012-01-11,12.77,21.99,1.88
2012-01-12,12.74,22.21,1.88
2012-01-13,12.69,22.41,1.52
2012-01-17,12.84,22.41,1.77
2012-01-18,12.97,22.39,1.79
2012-01-19,12.93,22.31,1.78
2012-01-20,12.71,23.57,1.77
2012-01-23,12.92,23.58,1.78
2012-01-24,12.71,23.27,1.83
2012-01-25,13.5,23.45,1.86
2012-01-26,13.44,23.4,1.93
2012-01-27,13.52,23.19,1.96
2012-01-30,13.7,23.49,1.97
2012-01-31,13.8,23.42,1.94
2012-02-01,13.79,23.71,1.97
2012-02-02,13.76,23.76,2.02
2012-02-03,13.9,23.99,2.08
2012-02-06,14.03,23.96,2.12
2012-02-07,14.17,24.08,2.11
2012-02-08,14.41,24.32,2.13
2012-02-09,14.91,24.41,2.17
2012-02-10,14.92,24.19,2.07
2012-02-13,15.2,24.26,2.1
2012-02-14,15.4,24.15,2.21
2012-02-15,15.05,23.99,2.24
2012-02-16,15.18,24.98,2.28
2012-02-17,15.18,24.95,2.33
2012-02-21,15.57,25.1,2.3
2012-02-22,15.51,24.97,2.28
2012-02-23,15.61,25.05,2.3
2012-02-24,15.79,25.14,2.25
2012-02-27,15.9,25.03,2.24
2012-02-28,16.19,25.45,2.25
2012-02-29,16.4,25.34,2.23
2012-03-01,16.46,25.78,2.29
2012-03-02,16.48,25.61,2.27
2012-03-05,16.12,25.39,2.25
2012-03-06,16.03,25.2,2.21
2012-03-07,16.04,25.42,2.21
2012-03-08,16.39,25.56,2.2
2012-03-09,16.48,25.54,2.32
2012-03-12,16.69,25.58,2.4
2012-03-13,17.18,26.09,2.41
2012-03-14,17.82,26.17,2.35
2012-03-15,17.7,26.23,2.33
2012-03-16,17.7,26.03,2.35
2012-03-19,18.17,25.71,2.33
2012-03-20,18.32,25.54,2.33
2012-03-21,18.22,25.48,2.34
2012-03-22,18.12,25.55,2.29
2012-03-23,18.02,25.56,2.27
2012-03-26,18.35,26.02,2.49
2012-03-27,18.58,25.97,2.53
2012-03-28,18.67,25.7,2.52
2012-03-29,18.44,25.65,2.49
2012-03-30,18.13,25.76,2.48
2012-04-02,18.7,25.78,2.44
2012-04-03,19.03,25.5,2.53
2012-04-04,18.87,24.92,2.33
2012-04-05,19.16,25.17,2.3
2012-04-09,19.24,24.83,2.21
2012-04-10,19.0,24.33,2.16
2012-04-11,18.93,24.23,2.21
2012-04-12,18.83,24.73,2.23
2012-04-13,18.3,24.6,2.24
2012-04-16,17.54,24.81,2.15
2012-04-17,18.43,25.1,2.15
2012-04-18,18.39,24.87,2.18
2012-04-19,17.76,24.76,2.21
2012-04-20,17.32,25.89,2.21
2012-04-23,17.28,25.65,2.13
2012-04-24,16.94,25.49,2.12
2012-04-25,18.44,25.71,2.19
2012-04-26,18.37,25.64,2.23
2012-04-27,18.23,25.54,2.22
2012-04-30,17.66,25.56,2.21
2012-05-01,17.6,25.56,2.25
2012-05-02,17.72,25.39,2.26
2012-05-03,17.59,25.36,2.16
2012-05-04,17.09,24.74,2.12
2012-05-07,17.22,24.47,2.16
2012-05-08,17.18,24.35,2.01
2012-05-09,17.21,24.56,2.0
2012-05-10,17.25,24.55,2.2
2012-05-11,17.13,24.88,2.15
2012-05-14,16.88,24.5,2.0
2012-05-15,16.72,24.28,1.96
2012-05-16,16.51,24.03,1.95
2012-05-17,16.03,23.89,1.9
2012-05-18,16.03,23.53,1.84
2012-05-21,16.97,23.91,1.92
2012-05-22,16.84,23.92,2.05
2012-05-23,17.25,23.4,2.07
2012-05-24,17.09,23.37,2.02
2012-05-25,17.0,23.36,1.99
2012-05-29,17.3,23.76,2.11
2012-05-30,17.51,23.58,2.03
2012-05-31,17.47,23.46,1.97
2012-06-01,16.96,22.87,1.88
2012-06-04,17.06,22.95,1.86
2012-06-05,17.02,22.91,1.86
2012-06-06,17.28,23.59,1.95
2012-06-07,17.28,23.49,1.93
2012-06-08,17.54,23.83,2.01
2012-06-11,17.27,23.23,1.94
2012-06-12,17.42,23.54,1.98
2012-06-13,17.3,23.41,1.98
2012-06-14,17.28,23.58,1.96
2012-06-15,17.36,24.13,1.99
2012-06-18,17.71,23.98,2.12
2012-06-19,17.76,24.68,2.14
2012-06-20,17.71,24.86,2.25
2012-06-21,17.46,24.22,2.15
2012-06-22,17.6,24.68,2.25
2012-06-25,17.26,24.01,2.21
2012-06-26,17.29,24.13,2.11
2012-06-27,17.37,24.25,2.13
2012-06-28,17.2,24.04,2.09
2012-06-29,17.66,24.59,2.09
2012-07-02,17.91,24.56,2.03
2012-07-03,18.12,24.72,2.04
2012-07-05,18.44,24.68,2.08
2012-07-06,18.32,24.26,2.07
2012-07-09,18.56,24.11,2.1
2012-07-10,18.39,23.9,2.08
2012-07-11,18.27,23.55,2.1
2012-07-12,18.11,23.01,2.18
2012-07-13,18.29,23.62,2.28
2012-07-16,18.35,23.66,2.4
2012-07-17,18.35,23.84,2.22
2012-07-18,18.33,24.48,2.14
2012-07-19,18.57,24.65,2.15
2012-07-20,18.27,24.21,2.12
2012-07-23,18.26,23.53,2.04
2012-07-24,18.17,23.43,1.99
2012-07-25,17.38,23.17,1.93
2012-07-26,17.38,23.44,1.88
2012-07-27,17.69,23.92,1.97
2012-07-30,17.99,23.82,1.82
2012-07-31,18.47,23.69,1.83
2012-08-01,18.35,23.64,1.75
2012-08-02,18.38,23.46,1.74
2012-08-03,18.61,23.91,1.82
2012-08-06,18.82,24.07,1.88
2012-08-07,18.77,24.32,2.02
2012-08-08,18.74,24.38,1.94
2012-08-09,18.85,24.52,1.96
2012-08-10,18.88,24.45,2.0
2012-08-13,19.13,24.43,2.08
2012-08-14,19.18,24.38,1.96
2012-08-15,19.15,24.44,1.96
2012-08-16,19.32,24.9,2.02
2012-08-17,19.68,25.0,2.0
2012-08-20,20.2,24.87,1.97
2012-08-21,19.92,24.92,1.94
2012-08-22,20.31,24.71,2.0
2012-08-23,20.12,24.48,2.05
2012-08-24,20.14,24.73,1.97
2012-08-27,20.52,24.83,1.89
2012-08-28,20.49,24.78,1.91
2012-08-29,20.45,24.8,1.89
2012-08-30,20.16,24.53,1.89
2012-08-31,20.2,24.94,1.9
2012-09-04,20.49,24.59,1.88
2012-09-05,20.35,24.59,1.86
2012-09-06,20.53,25.36,1.9
2012-09-07,20.66,25.04,1.96
2012-09-10,20.12,24.86,1.82
2012-09-11,20.06,24.91,1.85
2012-09-12,20.34,24.9,1.89
2012-09-13,20.74,25.03,1.97
2012-09-14,20.99,25.25,2.03
2012-09-17,21.25,25.25,2.17
2012-09-18,21.31,25.22,2.09
2012-09-19,21.32,25.12,2.07
2012-09-20,21.21,25.45,2.06
2012-09-21,21.26,25.24,2.0
2012-09-24,20.97,24.9,2.04
2012-09-25,20.45,24.59,1.84
2012-09-26,20.2,24.41,1.84
2012-09-27,20.69,24.4,1.9
2012-09-28,20.25,24.08,1.95
2012-10-01,20.02,23.86,1.94
2012-10-02,20.08,24.0,1.99
2012-10-03,20.39,24.16,1.95
2012-10-04,20.25,24.3,1.96
2012-10-05,19.81,24.15,1.93
2012-10-08,19.38,24.1,1.95
2012-10-09,19.31,23.69,1.89
2012-10-10,19.46,23.45,1.89
2012-10-11,19.07,23.42,1.89
2012-10-12,19.12,23.63,1.84
2012-10-15,19.27,23.88,1.82
2012-10-16,19.73,23.86,1.87
2012-10-17,19.57,23.94,1.92
2012-10-18,19.21,23.86,1.87
2012-10-19,18.52,23.17,1.85
2012-10-22,19.25,22.66,1.86
2012-10-23,18.62,22.69,1.89
2012-10-24,18.73,22.58,1.83
2012-10-25,18.51,22.56,1.83
2012-10-26,18.34,22.83,1.83
2012-10-31,18.08,23.09,1.88
2012-11-01,18.11,23.88,1.95
2012-11-02,17.51,23.87,1.93
2012-11-05,17.75,23.97,2.1
2012-11-06,17.7,24.16,2.08
2012-11-07,17.02,23.53,2.1
2012-11-08,16.4,23.31,2.09
2012-11-09,16.69,23.33,2.02
2012-11-12,16.56,22.83,2.07
2012-11-13,16.56,22.1,2.11
2012-11-14,16.38,21.9,2.09
2012-11-15,16.03,21.75,2.05
2012-11-16,16.1,21.64,2.12
2012-11-19,17.26,21.81,2.19
2012-11-20,17.11,21.8,2.2
2012-11-21,17.14,21.99,2.16
2012-11-23,17.43,22.6,2.14
2012-11-26,17.98,22.35,2.15
2012-11-27,17.84,22.1,2.14
2012-11-28,17.78,22.33,2.22
2012-11-29,17.98,21.99,2.25
2012-11-30,17.85,21.72,2.25
2012-12-03,17.88,21.57,2.31
2012-12-04,17.57,21.52,2.26
2012-12-05,16.44,21.76,2.25
2012-12-06,16.69,21.81,2.26
2012-12-07,16.27,21.59,2.28
2012-12-10,16.16,21.98,2.3
2012-12-11,16.52,22.29,2.35
2012-12-12,16.44,22.23,2.35
2012-12-13,16.16,22.12,2.24
2012-12-14,15.55,21.88,2.25
2012-12-17,15.83,22.11,2.29
2012-12-18,16.29,22.49,2.31
2012-12-19,16.06,22.28,2.31
2012-12-20,15.92,22.59,2.3
2012-12-21,15.84,22.4,2.27
2012-12-24,15.87,22.08,2.29
2012-12-26,15.65,21.92,2.24
2012-12-27,15.71,22.0,2.25
2012-12-28,15.55,21.66,2.21
2012-12-31,16.23,21.79,2.26
2013-01-02,16.75,22.54,2.36
2013-01-03,16.54,22.24,2.32
2013-01-04,16.08,21.82,2.29
2013-01-07,15.98,21.78,2.29
2013-01-08,16.03,21.66,2.25
2013-01-09,15.77,21.79,2.24
2013-01-10,15.97,21.59,2.24
2013-01-11,15.87,21.89,2.19
2013-01-14,15.31,21.94,2.22
2013-01-15,14.82,22.2,2.26
2013-01-16,15.44,22.06,2.27
2013-01-17,15.33,22.24,2.29
2013-01-18,15.25,22.24,2.3
2013-01-22,15.4,22.15,2.35
2013-01-23,15.68,22.53,2.4
2013-01-24,13.74,22.55,2.47
2013-01-25,13.42,22.75,2.47
2013-01-28,13.72,22.78,2.54
2013-01-29,13.98,22.86,2.53
2013-01-30,13.94,22.73,2.5
2013-01-31,13.9,22.4,2.5
2013-02-01,13.84,22.79,2.55
2013-02-04,13.49,22.39,2.52
2013-02-05,13.97,22.44,2.54
2013-02-06,13.95,22.31,2.61
2013-02-07,14.36,22.26,2.63
2013-02-08,14.57,22.48,2.62
2013-02-11,14.72,22.73,2.56
2013-02-12,14.35,22.75,2.53
2013-02-13,14.33,22.87,2.56
2013-02-14,14.31,22.88,2.55
2013-02-15,14.12,22.86,2.47
2013-02-19,14.11,23.07,2.62
2013-02-20,13.77,22.93,2.57
2013-02-21,13.68,22.62,2.34
2013-02-22,13.83,22.84,2.41
2013-02-25,13.58,22.52,2.29
2013-02-26,13.77,22.52,2.3
2013-02-27,13.64,22.88,2.34
2013-02-28,13.54,22.87,2.32
2013-03-01,13.21,22.99,2.31
2013-03-04,12.89,23.16,2.37
2013-03-05,13.23,23.32,2.44
2013-03-06,13.06,23.11,2.51
2013-03-07,13.21,23.15,2.55
2013-03-08,13.24,23.04,2.56
2013-03-11,13.43,22.93,2.61
2013-03-12,13.14,22.96,2.61
2013-03-13,13.14,22.97,2.6
2013-03-14,13.27,23.15,2.46
2013-03-15,13.61,23.06,2.35
2013-03-18,13.98,23.12,2.34
2013-03-19,13.94,23.18,2.34
2013-03-20,13.87,23.29,2.4
2013-03-21,13.89,23.13,2.4
2013-03-22,14.17,23.24,2.44
2013-03-25,14.22,23.17,2.5
2013-03-26,14.15,23.16,2.52
2013-03-27,13.87,23.34,2.54
2013-03-28,13.58,23.53,2.53
2013-04-01,13.16,23.54,2.93
2013-04-02,13.19,23.69,2.96
2013-04-03,13.25,23.5,2.74
2013-04-04,13.12,23.52,2.8
2013-04-05,12.98,23.61,2.76
2013-04-08,13.08,23.52,2.79
2013-04-09,13.1,24.36,2.7
2013-04-10,13.37,24.91,2.79
2013-04-11,13.32,23.8,2.91
2013-04-12,13.19,23.69,2.92
2013-04-15,12.88,23.6,2.89
2013-04-16,13.08,23.83,3.04
2013-04-17,12.36,23.71,3.03
2013-04-18,12.03,23.69,3.13
2013-04-19,11.98,24.49,3.19
2013-04-22,12.23,25.34,3.35
2013-04-23,12.46,25.17,3.4
2013-04-24,12.44,26.13,3.36
2013-04-25,12.53,26.28,3.47
2013-04-26,12.8,26.15,3.41
2013-04-29,13.2,26.83,3.66
2013-04-30,13.58,27.23,3.6
2013-05-01,13.48,26.92,3.55
2013-05-02,13.67,27.28,3.61
2013-05-03,13.8,27.55,3.64
2013-05-06,14.13,27.77,3.97
2013-05-07,14.07,27.4,3.7
2013-05-08,14.23,27.14,3.72
2013-05-09,14.11,26.87,4.63
2013-05-10,13.99,26.89,5.12
2013-05-13,14.04,27.17,5.85
2013-05-14,13.71,27.77,5.55
2013-05-15,13.24,28.03,5.66
2013-05-16,13.42,28.23,6.15
2013-05-17,13.38,28.88,6.1
2013-05-20,13.68,29.06,6.0
2013-05-21,13.58,28.87,5.84
2013-05-22,13.63,28.67,5.82
2013-05-23,13.65,28.29,6.18
2013-05-24,13.75,28.39,6.47
2013-05-28,13.63,29.01,7.36
2013-05-29,13.74,28.89,6.98
2013-05-30,13.95,29.02,7.0
2013-05-31,13.89,28.91,6.52
2013-06-03,13.92,29.48,6.17
2013-06-04,13.88,28.98,6.32
2013-06-05,13.75,28.81,6.36
2013-06-06,13.54,28.96,6.49
2013-06-07,13.64,29.55,6.8
2013-06-10,13.55,29.38,6.67
2013-06-11,13.51,28.86,6.3
2013-06-12,13.35,28.99,6.52
2013-06-13,13.46,28.76,6.55
2013-06-14,13.28,28.49,6.69
2013-06-17,13.34,28.99,6.81
2013-06-18,13.33,28.97,6.89
2013-06-19,13.06,28.65,6.98
2013-06-20,12.87,27.74,6.71
2013-06-21,12.77,27.55,6.64
2013-06-24,12.43,27.93,6.77
2013-06-25,12.43,27.89,6.83
2013-06-26,12.29,28.45,7.05
2013-06-27,12.16,28.68,7.28
2013-06-28,12.25,28.61,7.16
